stn,lat,lon,elev,state,name,flg1,flg2,wmo
ASN00055321,-31.0625,151.125,-999.9,NA,MULLA CROSSING (COCKBURN RIVE,R,NA,NA
ASN00055322,-31.3908,151.4019,1330,NA,NIANGALA (MOUNT SANDON),NA,NA,NA
ASN00055323,-31.5224,150.6302,370,NA,QUIRINDI (HUNDAY),NA,NA,NA
ASN00055324,-31.0809,150.2574,281,NA,CURLEWIS (WONGALEE),NA,NA,NA
ASN00055325,-31.0742,150.8362,394.9,NA,TAMWORTH AIRPORT AWS,NA,NA,9576
ASN00055326,-31.2141,151.1191,438,NA,DUNGOWAN POST OFFICE,NA,NA,NA
ASN00055327,-31.1259,150.8323,438,NA,TAMWORTH (OXLEY LANE),NA,NA,NA
ASN00055328,-30.8552,150.7478,510,NA,MANILLA (KIMBERLEY),NA,NA,NA
ASN00055329,-31.169,150.8779,425,NA,DURI (RIVERLODGE),NA,NA,NA
ASN00055330,-31.1921,150.954,453,NA,TAMWORTH (WARRAWEE),NA,NA,NA
ASN00055331,-30.7299,150.5784,430,NA,MANILLA (TOWRI),NA,NA,NA
ASN00055332,-31.0646,150.9063,425,NA,TAMWORTH (OXLEY VALE),NA,NA,NA
ASN00055333,-31.1171,150.9135,410,NA,TAMWORTH (HOLLAND ST),NA,NA,NA
ASN00055335,-31.5347,151.1806,1200,NA,NUNDLE (MALONGA),NA,NA,NA
ASN00055336,-31.5986,151.1414,-999.9,NA,NUNDLE (HEAD OF THE PEEL),NA,NA,NA
ASN00056000,-30.6,151.55,-999.9,NA,ARDING,NA,NA,NA
ASN00056001,-29.7183,151.355,795,NA,SAPPHIRE (ARGYLE),NA,NA,NA
ASN00056002,-30.5167,151.6681,980,NA,ARMIDALE (RADIO STATION 2AD),NA,NA,NA
ASN00056003,-30.5,151.6,-999.9,NA,ARMIDALE FOREST,NA,NA,NA
ASN00056004,-30,151.7,1432.6,NA,BEULAH,NA,NA,NA
ASN00056005,-28.85,152.1,955,NA,CARROLLS CREEK (BOONOO BOONOO,),NA,NA
ASN00056006,-30.1711,151.0757,654,NA,BUNDARRA POST OFFICE,NA,NA,NA
ASN00056007,-29.9315,151.2945,895,NA,TINGHA (CRYSTAL HILL),NA,NA,NA
ASN00056008,-29.4421,151.8483,970,NA,DEEPWATER POST OFFICE,NA,NA,NA
ASN00056009,-29.4445,151.5987,890,NA,EMMAVILLE POST OFFICE,NA,NA,NA
ASN00056010,-30.9406,151.7078,1060,NA,WALCHA (EMU CREEK),NA,NA,NA
ASN00056011,-29.7368,151.7366,1062,NA,GLEN INNES POST OFFICE,NA,NA,9477
ASN00056012,-29.75,151.7333,-999.9,NA,GLEN INNES GASWORKS,NA,NA,NA
ASN00056013,-29.6953,151.6936,1060,NA,GLEN INNES AG RESEARCH STN,NA,NA,9458
ASN00056015,-31.1833,151.5333,1143,NA,GLEN MORRISON POST OFFICE,NA,NA,NA
ASN00056016,-30.2204,151.6714,1325,NA,GUYRA POST OFFICE,NA,NA,NA
ASN00056017,-29.7783,151.1114,584,NA,INVERELL COMPARISON,NA,NA,NA
ASN00056018,-29.7752,151.0819,664,NA,INVERELL RESEARCH CENTRE,NA,NA,9454
ASN00056019,-30.6,151.6,999.7,NA,KELLYS PLAIN (HAROLDSTON),NA,NA,NA
ASN00056020,-30.2167,151.5167,1120,NA,GUYRA (GLENORE),NA,NA,NA
ASN00056021,-29.9167,151.2167,870,NA,MOUNT TOPPER STATE FOREST,NA,NA,NA
ASN00056022,-28.4622,152.3506,385,NA,LEGUME (NEW KOREELAH),NA,NA,NA
ASN00056023,-28.3933,152.4157,420,NA,OLD KOREELAH (MCPHERSON),NA,NA,NA
ASN00056024,-29.9,152,-999.9,NA,PINKETT,NA,NA,NA
ASN00056025,-29.5333,151.75,914.4,NA,DUNDEE (RANGERS VALLEY),NA,NA,NA
ASN00056026,-29.775,151.8944,1155,NA,RED RANGE (VICTORIA ST),NA,NA,NA
ASN00056027,-28.6433,152.2511,270,NA,RIVERTREE (MYALL),NA,NA,NA
ASN00056028,-30.7338,151.5105,1018,NA,URALLA (SALISBURY COURT),NA,NA,NA
ASN00056029,-29.4558,151.4791,735,NA,EMMAVILLE (STRATHBOGIE),NA,NA,NA
ASN00056030,-30.15,151.55,-999.9,NA,TANGLEY,NA,NA,NA
ASN00056031,-30.1,151.5,969.3,NA,TENTERDEN,NA,NA,NA
ASN00056032,-29.0479,152.0172,838,NA,TENTERFIELD (FEDERATION PARK),NA,NA,9455
ASN00056033,-29.9546,151.2111,782,NA,TINGHA POST OFFICE,NA,NA,NA
ASN00056034,-30.6437,151.4906,1012,NA,URALLA (DUMARESQ ST),NA,NA,NA
ASN00056035,-30.9853,151.5942,1050,NA,WALCHA POST OFFICE,NA,NA,NA
ASN00056036,-30.0664,151.5199,1095,NA,WANDSWORTH (STRABANNE),NA,NA,NA
ASN00056037,-30.5264,151.6697,987,NA,ARMIDALE (TREE GROUP NURSERY),NA,NA,9477
ASN00056038,-28.5529,152.1577,675,NA,WYLIE CREEK (ALOOMBA),NA,NA,NA
ASN00056039,-29.05,151.8167,722.4,NA,STRATHAVEN (TENTERFIELD),NA,NA,NA
ASN00056040,-28.4803,152.1034,820,NA,CULLENDORE (ASHGLEN),NA,NA,NA
ASN00056041,-29.1333,151.45,347,NA,BONSHAW (MONKSTADT),NA,NA,NA
ASN00056042,-30.6417,151.3002,835,NA,URALLA (LANA),NA,NA,NA
ASN00056043,-29.7333,151.5667,993.6,NA,MATHESON POST OFFICE,NA,NA,NA
ASN00056044,-28.9506,151.7552,895,NA,TENTERFIELD (SAILOR JACK),NA,NA,NA
ASN00056045,-30.6833,151.25,890,NA,URALLA (SILVERSWORTH),NA,NA,NA
ASN00056046,-29.1061,151.9489,1100,NA,TENTERFIELD (SPRINGSIDE),NA,NA,NA
ASN00056047,-28.9333,151.7,731.5,NA,TENTERFIELD (BACK CREEK HMSD),NA,NA,NA
ASN00056048,-29.3,151.95,820,NA,BOLIVIA POST OFFICE,NA,NA,NA
ASN00056049,-29.25,151.8333,690,NA,BOLIVIA (ESPERANZA STATION),NA,NA,NA
ASN00056050,-29.0198,151.7462,680,NA,TENTERFIELD (ABERFELDIE),NA,NA,NA
ASN00056051,-29.75,151.7833,-999.9,NA,GLEN INNES (KENT FARM),NA,NA,NA
ASN00056052,-29.0988,151.7416,440,NA,TENTERFIELD (MOLE STATION),NA,NA,NA
ASN00056053,-29.3667,151.75,-999.9,NA,STANNUM,NA,NA,NA
ASN00056054,-29.5,152.0333,1100,NA,DEEPWATER (GLEN GOWRIE),NA,NA,NA
ASN00056055,-29.0211,151.6153,380,NA,MOLE RIVER (TRENAYR),NA,NA,NA
ASN00056056,-30.5,151.5,-999.9,NA,EVERSLEIGH,NA,NA,NA
ASN00056057,-30.0867,151.3909,1040,NA,TENTERDEN (BALOOK),NA,NA,NA
ASN00056058,-29.9475,151.0369,753,NA,HOWELL (WATTLEGROVE),NA,NA,NA
ASN00056059,-29.05,152.1,823,NA,TENTERFIELD (COOREDULLA),NA,NA,NA
ASN00056060,-29.9,151,-999.9,NA,HOWELL,NA,NA,NA
ASN00056061,-28.6667,152.0667,914,NA,LISTON POST OFFICE,NA,NA,NA
ASN00056062,-30.4667,151.2833,725,NA,YARROWYCK (PANATANA),NA,NA,NA
ASN00056063,-30.6,151.5,-999.9,NA,URALLA,NA,NA,NA
ASN00056064,-28.6415,152.2518,255,NA,RIVERTREE (MANY RIVERS),NA,NA,NA
ASN00056065,-30.7209,151.6675,1012,NA,URALLA (MIHI),NA,NA,NA
ASN00056066,-31.15,151.6,117,NA,WALCHA (GLENORA),NA,NA,NA
ASN00056067,-30.8167,151.5333,1005.8,NA,WALCHA (PETALI),NA,NA,NA
ASN00056068,-30.3793,151.7521,1120,NA,ARMIDALE (BELHAVEN),NA,NA,NA
ASN00056069,-30.6479,151.7463,1030,NA,ARMIDALE (TIVERTON),NA,NA,NA
ASN00056070,-30.4167,151.5667,1097.3,NA,ARMIDALE (WYNDELLA),NA,NA,NA
ASN00056071,-30.8333,151.7167,1006,NA,WALCHA (OORAWILLY),NA,NA,NA
ASN00056072,-28.6333,152.1167,838.2,NA,MILFORD (LISTON),NA,NA,NA
ASN00056073,-30.7825,151.4517,1070,NA,KENTUCKY (VALE VIEW),NA,NA,NA
ASN00056074,-29.7,151.7,-999.9,NA,GLENCAIRN,NA,NA,NA
ASN00056075,-31.034,151.4409,965,NA,WALCHA ROAD ( BOXLEY),NA,NA,NA
ASN00056076,-31.1,151.45,1018,NA,WALCHA (ABERFALDIE),NA,NA,NA
ASN00056077,-31.0678,151.5022,1061,NA,WALCHA (CRAIGDARROCH),NA,NA,NA
ASN00056078,-31.1829,151.4397,1023,NA,NIANGALA (INGALBA),NA,NA,NA
ASN00056079,-31.1556,151.5531,1097,NA,WALCHA (COBRABALD RIVER),NA,NA,NA
ASN00056080,-31.2176,151.5196,1090,NA,GLEN MORRISON (MILLBANK),NA,NA,NA
ASN00056081,-31.2,151.6,1097.3,NA,GLEN MORRISON (MIRRABOOKA),NA,NA,NA
ASN00056082,-31.2424,151.4232,1085,NA,NIANGALA (ASHLAND),NA,NA,NA
ASN00056083,-31.2642,151.5465,1190,NA,GLEN MORRISON (BRANGA PLAINS),NA,NA,NA
ASN00056084,-31.3075,151.6167,1200,NA,ST LEONARDS CREEK (LOITA DOWN,S,NA,NA
ASN00056085,-31.3333,151.5,1116,NA,NIANGALA (MOONEBAR),NA,NA,NA
ASN00056086,-31.3833,151.4833,1279.9,NA,NIANGALA (SOMERLEYTON),NA,NA,NA
ASN00056087,-29.4833,151.55,887,NA,EMMAVILLE (RED HILL),NA,NA,NA
ASN00056088,-29.5299,151.6707,890,NA,EMMAVILLE (GLEN OAK),NA,NA,NA
ASN00056089,-29.5,151.6,945,NA,EMMAVILLE (BIG BEN),NA,NA,NA
ASN00056090,-29.4833,151.7667,930,NA,DEEPWATER (VALLEY VIEW),NA,NA,NA
ASN00056091,-29.55,151.8167,975.4,NA,DUNDEE (MALA BOGIE),NA,NA,NA
ASN00056092,-29.5167,151.8833,1143,NA,DUNDEE (GOCUP),NA,NA,NA
ASN00056093,-29.5667,151.8667,1012,NA,DUNDEE (MINI GLEN),NA,NA,NA
ASN00056094,-29.5488,151.9942,1100,NA,DUNDEE (WATTLE DALE),NA,NA,NA
ASN00056095,-29.5781,151.5557,905,NA,WELLINGROVE (BRYDONE),NA,NA,NA
ASN00056096,-29.591,151.6274,1015,NA,GLEN INNES (REDDESTONE (REDBA,N,NA,NA
ASN00056097,-29.6167,151.8,999.7,NA,DUNDEE (BURILDA),NA,NA,NA
ASN00056098,-29.5817,151.9483,1035,NA,DUNDEE (KARINGA),NA,NA,NA
ASN00056099,-29.7167,151.2167,630.9,NA,SWANBROOK (IBIS VALLEY),NA,NA,NA
ASN00056100,-29.6315,151.5561,905,NA,WELLINGROVE (WANGALEA),NA,NA,NA
ASN00056101,-29.645,151.62,945,NA,WELLINGROVE (GLENBROOK),NA,NA,NA
ASN00056102,-29.6368,151.6815,1015,NA,REDDESTONE (LONEWOOD),NA,NA,NA
ASN00056103,-29.6167,151.7333,1055,NA,GLEN INNES (BURRAWONG),NA,NA,NA
ASN00056104,-29.65,151.7667,1020,NA,GLEN INNES (MIERLYN),NA,NA,NA
ASN00056105,-29.7833,151.7833,1195,NA,GLEN INNES (GLEN HOLME),NA,NA,NA
ASN00056106,-29.6167,151.9167,1116,NA,DUNDEE (KUBBA-JIMBA),NA,NA,NA
ASN00056107,-29.7833,151.1833,609.6,NA,INVERELL (LAURISTON),NA,NA,NA
ASN00056108,-29.7333,151.3,670.6,NA,INVERELL (TAUNTON),NA,NA,NA
ASN00056110,-29.7333,151.4,872,NA,ELSMORE (KIA TAMI),NA,NA,NA
ASN00056111,-29.7799,151.3503,780,NA,ELSMORE (DANTHONIA),NA,NA,NA
ASN00056112,-29.7833,151.4783,810.8,NA,SWAN VALE (WARRAWEE),NA,NA,NA
ASN00056113,-29.7333,151.6333,1103.4,NA,MATHESON (ROSE HILL),NA,NA,NA
ASN00056114,-29.7833,151.6667,1079,NA,FURRACABAD (ELMVALE),NA,NA,NA
ASN00056115,-29.7023,151.825,1105,NA,GLEN INNES (LYNDALE),NA,NA,NA
ASN00056116,-29.8167,151.05,658.4,NA,INVERELL (AVONDALE),NA,NA,NA
ASN00056117,-29.8333,151.2,732,NA,GILGAI,NA,NA,NA
ASN00056118,-29.8,151.25,732,NA,ELSMORE (THE VIEW),NA,NA,NA
ASN00056119,-29.8,151.2833,640.1,NA,ELSMORE POST OFFICE,NA,NA,NA
ASN00056120,-29.8167,151.35,660,NA,ELSMORE (NEWSTEAD NORTH),NA,NA,NA
ASN00056121,-29.8797,151.4142,850,NA,ELSMORE (PARADISE CREEK),NA,NA,NA
ASN00056122,-29.8833,151.4667,799.8,NA,ELSMORE (PARADISE EAST OUTSTA,T,NA,NA
ASN00056123,-29.8783,151.4658,872,NA,ELSMORE (PARADISE STATION),NA,NA,NA
ASN00056124,-29.8833,151.5667,1340,NA,MAYBOLE (MELROSE),NA,NA,NA
ASN00056125,-29.8,151.6,975,NA,MATHESON (MINUMURRA),NA,NA,NA
ASN00056126,-29.8167,151.6333,1115.6,NA,FURRACABAD (CHERRY TREE HILL),NA,NA,NA
ASN00056127,-29.8833,151.6333,1204,NA,GRAHAMS VALLEY (KIA ORA),NA,NA,NA
ASN00056128,-29.8265,151.5207,970,NA,SWAN VALE (NUMERALLA),NA,NA,NA
ASN00056129,-29.8333,151.7333,1082,NA,STONEHENGE (HAZELWOOD),NA,NA,NA
ASN00056130,-29.9167,151.6667,1155,NA,GLENCOE (STRATHMORE),NA,NA,NA
ASN00056131,-29.7933,151.765,1080,NA,STONEHENGE (BURNLEIGH),NA,NA,NA
ASN00056132,-29.8833,151.2,786.4,NA,STANNIFER (DELMERE),NA,NA,NA
ASN00056133,-29.9667,151.2333,883.9,NA,STANNIFER (KNAPSDALE),NA,NA,NA
ASN00056134,-29.9175,151.3244,947,NA,TINGHA (BONNIE VIEW),NA,NA,NA
ASN00056135,-29.9333,151.45,975,NA,WANDSWORTH (WOOMBI),NA,NA,NA
ASN00056136,-30.0667,151.5333,1061,NA,WANDSWORTH (TEA TREE),NA,NA,NA
ASN00056137,-29.9333,151.5833,1313.7,NA,BEN LOMOND (SPRINGWOOD),NA,NA,NA
ASN00056138,-29.9833,151.65,1392.9,NA,BEN LOMOND (EMILY PARK),NA,NA,NA
ASN00056139,-29.9465,151.6066,1360,NA,BEN LOMOND (KOALA),NA,NA,NA
ASN00056140,-29.4684,151.6667,930,NA,EMMAVILLE (BEN VALE),NA,NA,NA
ASN00056141,-28.8867,152.1144,990,NA,BOONOO BOONOO (CURRAWONG),NA,NA,NA
ASN00056142,-29.8,151.6,-999.9,NA,FURRACABAD (AVONDALE),NA,NA,NA
ASN00056143,-30,151.6,-999.9,NA,BEN LOMOND,NA,NA,NA
ASN00056144,-30.3,151.5,-999.9,NA,BOOROLONG,NA,NA,NA
ASN00056145,-29.8,151.2,-999.9,NA,ELSMORE,NA,NA,NA
ASN00056146,-29.8,151.9,-999.9,NA,RED RANGE PUBLIC SCHOOL,NA,NA,NA
ASN00056147,-29.9,151.6,-999.9,NA,STONEHENGE,NA,NA,NA
ASN00056148,-31,151.4,-999.9,NA,WOOLBROOK 2,NA,NA,NA
ASN00056149,-29.8,152,-999.9,NA,YARROW CREEK,NA,NA,NA
ASN00056150,-30.0667,151.1833,701,NA,BUNDARRA (BASSENDEAN),NA,NA,NA
ASN00056151,-30.3333,151.0333,-999.9,NA,CEDAR RISE (ABINDALE),NA,NA,NA
ASN00056152,-30.55,151.1333,-999.9,NA,KINGSTOWN,NA,NA,NA
ASN00056153,-29.8,151.2,-999.9,NA,ROSLYN,NA,NA,NA
ASN00056154,-29.7667,151.8833,-999.9,NA,SHANNON VALE,NA,NA,NA
ASN00056155,-29.0667,152.0833,857,NA,TENTERFIELD 2,NA,NA,NA
ASN00056156,-29.55,151.7833,-999.9,NA,TREVAYLOR,NA,NA,NA
ASN00056157,-30.2,151.8833,-999.9,NA,OBAN,NA,NA,NA
ASN00056159,-30.2667,151.4667,-999.9,NA,DEVON COURT,NA,NA,NA
ASN00056161,-30.1575,151.8774,1325,NA,GUYRA (GOWAN BRAE),NA,NA,NA
ASN00056163,-30.0006,151.8529,1275,NA,MOUNT MITCHELL (TIRRANNA),NA,NA,NA
ASN00056164,-28.3734,152.393,910,NA,LEGUME (ACACIA PLATEAU (VERDA,N,NA,NA
ASN00056165,-29.8109,151.233,651,NA,ELSMORE (ELMORE STATION),NA,NA,NA
ASN00056166,-29.9667,151.1167,762,NA,CLOVELLY,NA,NA,NA
ASN00056167,-30.0034,151.0833,790,NA,STANBOROUGH (ROCKFIELD),NA,NA,NA
ASN00056168,-30.05,151.0667,756,NA,BUNDARRA (GLEN HAZEL),NA,NA,NA
ASN00056169,-30.0242,151.1462,795,NA,TINGHA (CHESTERTON),NA,NA,NA
ASN00056170,-30.0767,151.2067,705,NA,TINGHA (MOOKI),NA,NA,NA
ASN00056171,-29.9833,151.2833,823,NA,KOORINGLE,NA,NA,NA
ASN00056172,-30.0833,151.3167,944.9,NA,WESTBROOK,NA,NA,NA
ASN00056173,-30.1167,151.1,676.7,NA,TORSDALE,NA,NA,NA
ASN00056174,-30.2333,151.1333,688.8,NA,LAURA,NA,NA,NA
ASN00056175,-30.2,151.1833,701,NA,BUNDARRA (PRESTBURY),NA,NA,NA
ASN00056176,-30.1369,151.2581,756,NA,BUNDARRA (BIMBADEEN),NA,NA,NA
ASN00056177,-30.3667,151.0833,722.4,NA,BUNDARRA (FAIRFIELD),NA,NA,NA
ASN00056178,-30.2833,151.0167,710,NA,BUNDARRA (THE CEDARS),NA,NA,NA
ASN00056179,-30.3667,150.9833,731.5,NA,BRAMBLE BERRY,NA,NA,NA
ASN00056180,-30.2979,151.0772,715,NA,BUNDARRA (SOUTH WINSCOMBE),NA,NA,NA
ASN00056182,-30.3,151.2833,730,NA,BUNDARRA (BINDAWALLA),NA,NA,NA
ASN00056183,-30.3167,151.2,680,NA,ABINGTON (GLANMIRE),NA,NA,NA
ASN00056184,-30.3667,151.2333,725.4,NA,MERRIFIELD,NA,NA,NA
ASN00056185,-30.1833,151.3333,1080,NA,TENTERDEN (RAMAH),NA,NA,NA
ASN00056186,-30.5667,151.9,-999.9,NA,HILLGROVE (BURROWA),NA,NA,NA
ASN00056189,-30.0167,151.7,141.5,NA,BEN LOMOND (MOUNT PLEASANT),NA,NA,NA
ASN00056190,-30.1333,151.6833,1280.2,NA,GUYRA (LLANGOTHLIN),NA,NA,NA
ASN00056191,-30.45,151.6833,980,NA,ARMIDALE (TILBUSTER),NA,NA,NA
ASN00056192,-30.5,151.1,731.5,NA,KINGSTOWN 2,NA,NA,NA
ASN00056193,-29.6833,151.6667,-999.9,NA,GLEN INNES (GLENDON 1),NA,NA,NA
ASN00056194,-29.2716,151.8612,930,NA,TENTERFIELD (KOOKYNIE),NA,NA,NA
ASN00056195,-29.8333,151.3667,762,NA,NEWSTEAD,NA,NA,NA
ASN00056196,-30.4667,151.5833,1066.8,NA,DUMARESQ,NA,NA,NA
ASN00056197,-29.7,151.7,1145.1,NA,TATIARA (GENCAIRN),NA,NA,NA
ASN00056198,-29.9453,151.2076,795,NA,TINGHA (DARBYS ROAD),NA,NA,NA
ASN00056200,-30.5833,151.55,914.4,NA,ARDING (BOOYONG),NA,NA,NA
ASN00056201,-31.3833,151.55,1310.6,NA,NIANGALA (PINDARI TOPS),NA,NA,NA
ASN00056202,-28.9776,152.1552,820,NA,BLACK SWAMP (MAXWELL),NA,NA,NA
ASN00056203,-29.0455,152.1343,865,NA,BLACK SWAMP (ATHLYNE),NA,NA,NA
ASN00056204,-29.2167,151.95,640,NA,SANDY FLAT (CRAIGNOOK),NA,NA,NA
ASN00056205,-29.8995,151.965,1105,NA,PINKETT (BENBOOKRA),NA,NA,NA
ASN00056207,-28.5417,151.9909,870,NA,MARYLAND,NA,NA,NA
ASN00056208,-28.4833,152.1333,678,NA,CULLENDORE (BORDER),NA,NA,NA
ASN00056209,-29.7333,151.0833,616,NA,INVERELL (YARRAWONGA),NA,NA,NA
ASN00056210,-29.2167,151.3833,335,NA,BONSHAW (HAYSTACK),NA,NA,NA
ASN00056211,-28.91,152.2528,560,NA,SANDY HILLS (TOURELLO PARK),NA,NA,NA
ASN00056212,-28.8433,152.2533,585,NA,TENTERFIELD (SANDY HILL (BOOR,O,NA,NA
ASN00056213,-31.35,151.5333,1225.3,NA,NIANGALA (THE FLAGS),NA,NA,NA
ASN00056214,-30.3123,150.9964,731,NA,BUNDARRA (WILLOWBANK),NA,NA,NA
ASN00056215,-28.8833,152.1,944.9,NA,BOONOO BOONOO POST OFFICE,NA,NA,NA
ASN00056216,-28.9667,151.55,390,NA,MOLE RIVER (DARTHULA),NA,NA,NA
ASN00056217,-30.34,151.72,1310,NA,GUYRA (SPRINGMOUNT),NA,NA,NA
ASN00056218,-30.35,151.3833,1025,NA,BLACK MOUNTAIN (ST.ELMO),NA,NA,NA
ASN00056220,-29.7167,151.5,980,NA,MATHESON (BRUDAV),NA,NA,NA
ASN00056221,-30.4833,151.5833,914,NA,DUMARESQ (KIEWA),NA,NA,NA
ASN00056222,-29.9167,151.9833,1097.3,NA,RED RANGE (COORUMBONG),NA,NA,NA
ASN00056225,-31.0333,151.65,1180,NA,WALCHA (CHERRY BANK),NA,NA,NA
ASN00056228,-30.5078,151.1141,711,NA,KINGSTOWN POST OFFICE,NA,NA,NA
ASN00056229,-30.2126,151.6787,1332,NA,GUYRA HOSPITAL,NA,NA,9477
ASN00056231,-28.4083,152.3067,574,NA,LEGUME POST OFFICE,NA,NA,NA
ASN00056233,-29.7753,151.4852,830,NA,SWAN VALE (PIETA),NA,NA,NA
ASN00056234,-30.9874,151.5855,1120,NA,WALCHA (THEE ST),NA,NA,NA
ASN00056236,-31.0109,151.6246,1151,NA,WALCHA (INGLEWOOD),NA,NA,NA
ASN00056237,-29.8025,151.2726,700,NA,INVERELL (ELSMORE VILLAGE),NA,NA,NA
ASN00056238,-30.5273,151.6158,1079,NA,ARMIDALE AIRPORT AWS,NA,NA,9577
ASN00056239,-28.7014,152.0974,965,NA,WILSONS DOWNFALL,NA,NA,NA
ASN00056240,-30.3358,151.7367,1340,NA,GUYRA (BOX POINT),NA,NA,NA
ASN00056241,-29.6808,151.6253,1055,NA,WELLINGROVE (MORILLA),NA,NA,NA
ASN00056242,-29.7796,151.1121,582,NA,INVERELL (RAGLAN ST),GS,N,9554
ASN00056243,-29.678,151.694,1044.3,NA,GLEN INNES AIRPORT AWS,NA,NA,9458
ASN00057000,-30.2667,152.0167,914.4,NA,ABERFOYLE,NA,NA,NA
ASN00057001,-30.3659,152.2315,1285,NA,EBOR (GLENOWEN),NA,NA,NA
ASN00057002,-30.2,151.9,-999.9,NA,BILLABONG,NA,NA,NA
ASN00057003,-28.737,152.6228,170,NA,BONALBO POST OFFICE,NA,NA,NA
ASN00057004,-29.8317,152.4067,274.3,NA,DALMORTON HOMESTEAD,NA,NA,NA
ASN00057005,-28.9279,152.3759,490,NA,DRAKE (VILLAGE RESOURCE CENTR,E,NA,NA
ASN00057006,-29.4667,152.45,97,NA,DUMPE,NA,NA,NA
ASN00057007,-30.45,151.9167,609.9,NA,ARMIDALE (FORGLEN),NA,NA,NA
ASN00057008,-30.75,152.2,-999.9,NA,GEORGES CREEK,NA,NA,NA
ASN00057009,-28.9,152.3,670.6,NA,GIRARD STATE FOREST,NA,NA,NA
ASN00057010,-30.4333,152.3292,1335,NA,EBOR (KOTUPNA),NA,NA,NA
ASN00057011,-30.5774,152.1099,950,NA,JEOGLA STATION,NA,NA,NA
ASN00057012,-30.4333,152,1004.9,NA,KILCOY,NA,NA,NA
ASN00057013,-30.8,152.1,-999.9,NA,KUNDERANG EAST (KENEBREE),NA,NA,NA
ASN00057014,-29.5577,152.1388,895,NA,GLEN ELGIN (GLENBROOK),NA,NA,NA
ASN00057015,-28.6538,152.5953,190,NA,OLD BONALBO POST OFFICE,NA,NA,NA
ASN00057016,-30.5053,152.3858,1350,NA,NEW ENGLAND NAT.PARK (NEW ENG,L,NA,NA
ASN00057017,-30.6167,152.1833,1030,NA,JEOGLA (JEOLGA OLD.SF.SITE),NA,NA,NA
ASN00057018,-28.8914,152.5663,130,NA,TABULAM POST OFFICE,NA,NA,NA
ASN00057019,-28.9066,152.7255,185,NA,MALLANGANEE (SANDILANDS ST),NA,NA,NA
ASN00057020,-28.4735,152.5481,370,NA,URBENVILLE OLD POST OFFICE,NA,NA,NA
ASN00057021,-28.4667,152.55,365.8,NA,URBENVILLE STATE FOREST,NA,NA,NA
ASN00057022,-30.4905,152.1004,980,NA,WOLLOMOMBI (WALLAMUMBI),NA,NA,NA
ASN00057023,-30.2892,152.1701,1195,NA,EBOR (WONGWIBINDA),NA,NA,NA
ASN00057024,-28.3879,152.6083,395,NA,WOODENBONG (UNUMGAR ST),NA,NA,NA
ASN00057025,-29.2,152.3,-999.9,NA,TENTERFIELD (SURFACE HILL),NA,NA,NA
ASN00057026,-28.2846,152.5034,565,NA,OLD KOREELAH (WHITE SWAMP (ED,E,NA,NA
ASN00057027,-28.8167,152.6833,304.8,NA,TUNGLEBUNG (WINGFIELD),NA,NA,NA
ASN00057028,-30.5644,151.907,997,NA,HILLGROVE (HILLVIEW),NA,NA,NA
ASN00057029,-30.7167,151.8333,-999.9,NA,URALLA (TALGAI),NA,NA,NA
ASN00057030,-30.3198,152.2383,1215,NA,WONGWIBINDA (DIAMOND FALLS),NA,NA,NA
ASN00057031,-28.35,152.4333,1036.3,NA,ACACIA PLATEAU (BELMONT),NA,NA,NA
ASN00057032,-30.4829,152.3025,1278,NA,POINT LOOKOUT (YARAANDOO),NA,NA,NA
ASN00057033,-30.5112,152.0427,960,NA,WOLLOMOMBI POST OFFICE,NA,NA,NA
ASN00057034,-30.45,151.8167,985,NA,ARMIDALE (GOOYONG),NA,NA,NA
ASN00057035,-31.1333,152.1253,975,NA,YARROWITCH (BENDITI),NA,NA,NA
ASN00057036,-30.8,151.8667,829,NA,WALCHA (CHEYENNE),NA,NA,NA
ASN00057037,-31.1117,151.8014,1060,NA,TIA (RAMBRAH),NA,NA,NA
ASN00057038,-30.4167,152.1667,-999.9,NA,WOLLOMOMBI (MAIDEN CREEK HMSD,),NA,NA
ASN00057039,-31.15,152,914.4,NA,YARROWITCH (OAKLANDS),NA,NA,NA
ASN00057040,-30.4,151.95,-999.9,NA,ROCKVALE (MACLEAY BASIN),NA,NA,NA
ASN00057041,-30.4833,152.3333,1265,NA,SERPENTINE HATCHERY,NA,NA,NA
ASN00057042,-30.5333,152.15,970,NA,WOLLOMOMBI (WAKEFIELD),NA,NA,NA
ASN00057043,-30.5,152.25,1110,NA,WOLLOMOMBI (YOOROONAH),NA,NA,NA
ASN00057044,-30.7467,152.28,125,NA,LOWER CREEK (MCCORMACKS FLAT),NA,NA,NA
ASN00057045,-31.1893,151.8551,1130,NA,TIA (HIGHRENT),NA,NA,NA
ASN00057046,-30.2853,151.8549,1315,NA,GUYRA (MYLOE),NA,NA,NA
ASN00057047,-30.5333,151.9,975,NA,HILLGROVE STATION 3,NA,NA,NA
ASN00057048,-30.5833,151.8167,920,NA,ARMIDALE (GARA),NA,NA,NA
ASN00057049,-30.3122,152.052,1195,NA,GUYRA  (LYNDHURST),NA,NA,NA
ASN00057050,-31.2166,151.6943,1275,NA,BRACKENDALE (THE LAKE),NA,NA,NA
ASN00057051,-29.1912,152.5905,85,NA,BARYULGIL (MOUNTAIN VIEW),NA,NA,NA
ASN00057052,-30.7274,152.254,130,NA,LOWER CREEK (CEDAR PARK),NA,NA,NA
